text,href,absolute_url,domain
Mantralayam,https://en.wikipedia.org/wiki/Mantralayam,https://en.wikipedia.org/wiki/Mantralayam,en.wikipedia.org
"Sri Mukhalingam, Srikakulam",https://en.wikipedia.org/wiki/Mukhalingam,https://en.wikipedia.org/wiki/Mukhalingam,en.wikipedia.org
Padmavati Temple,https://en.wikipedia.org/wiki/Padmavati_Temple,https://en.wikipedia.org/wiki/Padmavati_Temple,en.wikipedia.org
"Pallikondeswara Temple, Surutupalle","https://en.wikipedia.org/wiki/Pallikondeswara_Temple,_Surutupalle","https://en.wikipedia.org/wiki/Pallikondeswara_Temple,_Surutupalle",en.wikipedia.org
"Prasanna Venkateswara Temple, Appalayagunta","https://en.wikipedia.org/wiki/Prasanna_Venkateswara_Temple,_Appalayagunta","https://en.wikipedia.org/wiki/Prasanna_Venkateswara_Temple,_Appalayagunta",en.wikipedia.org
"Satyanarayana Temple, Annavaram","https://en.wikipedia.org/wiki/Satyanarayana_Temple,_Annavaram","https://en.wikipedia.org/wiki/Satyanarayana_Temple,_Annavaram",en.wikipedia.org
Siddeswara kshetram,https://en.wikipedia.org/wiki/Siddeswara_kshetram,https://en.wikipedia.org/wiki/Siddeswara_kshetram,en.wikipedia.org
Siddheswara Swamy Temple,https://en.wikipedia.org/wiki/Siddheswara_Swamy_Temple,https://en.wikipedia.org/wiki/Siddheswara_Swamy_Temple,en.wikipedia.org
Somarama,https://en.wikipedia.org/wiki/Somarama,https://en.wikipedia.org/wiki/Somarama,en.wikipedia.org
Sri Sunama Jakini Matha,https://en.wikipedia.org/wiki/Sri_Sunama_Jakini_Matha,https://en.wikipedia.org/wiki/Sri_Sunama_Jakini_Matha,en.wikipedia.org
Gooty,https://en.wikipedia.org/wiki/Gooty,https://en.wikipedia.org/wiki/Gooty,en.wikipedia.org
Srikalahasteeswara temple,https://en.wikipedia.org/wiki/Srikalahasteeswara_temple,https://en.wikipedia.org/wiki/Srikalahasteeswara_temple,en.wikipedia.org
Srungara Vallabha Swamy Temple,https://en.wikipedia.org/wiki/Srungara_Vallabha_Swamy_Temple,https://en.wikipedia.org/wiki/Srungara_Vallabha_Swamy_Temple,en.wikipedia.org
"Suryanarayana Swamy Temple, Gollala Mamidada","https://en.wikipedia.org/wiki/Suryanarayana_Swamy_Temple,_Gollala_Mamidada","https://en.wikipedia.org/wiki/Suryanarayana_Swamy_Temple,_Gollala_Mamidada",en.wikipedia.org
"Varaha Lakshmi Narasimha temple, Simhachalam","https://en.wikipedia.org/wiki/Varaha_Lakshmi_Narasimha_temple,_Simhachalam","https://en.wikipedia.org/wiki/Varaha_Lakshmi_Narasimha_temple,_Simhachalam",en.wikipedia.org
Varahaswamy Temple,https://en.wikipedia.org/wiki/Varahaswamy_Temple,https://en.wikipedia.org/wiki/Varahaswamy_Temple,en.wikipedia.org
Vedadri Narasimha Temple,https://en.wikipedia.org/wiki/Vedadri_Narasimha_Temple,https://en.wikipedia.org/wiki/Vedadri_Narasimha_Temple,en.wikipedia.org
Vedadri,https://en.wikipedia.org/wiki/Vedadri,https://en.wikipedia.org/wiki/Vedadri,en.wikipedia.org
"Vedanarayana Temple, Nagalapuram","https://en.wikipedia.org/wiki/Vedanarayana_Temple,_Nagalapuram","https://en.wikipedia.org/wiki/Vedanarayana_Temple,_Nagalapuram",en.wikipedia.org
"Veerabhadra Temple, Lepakshi","https://en.wikipedia.org/wiki/Veerabhadra_Temple,_Lepakshi","https://en.wikipedia.org/wiki/Veerabhadra_Temple,_Lepakshi",en.wikipedia.org
"Veeranjaneya Temple, Ardhagiri","https://en.wikipedia.org/wiki/Veeranjaneya_Temple,_Ardhagiri","https://en.wikipedia.org/wiki/Veeranjaneya_Temple,_Ardhagiri",en.wikipedia.org
"Venkateswara Temple, Dwaraka Tirumala","https://en.wikipedia.org/wiki/Venkateswara_Temple,_Dwaraka_Tirumala","https://en.wikipedia.org/wiki/Venkateswara_Temple,_Dwaraka_Tirumala",en.wikipedia.org
"Venkateswara Temple, Tirumala","https://en.wikipedia.org/wiki/Venkateswara_Temple,_Tirumala","https://en.wikipedia.org/wiki/Venkateswara_Temple,_Tirumala",en.wikipedia.org
"Vinayaka Temple, Kanipakam","https://en.wikipedia.org/wiki/Vinayaka_Temple,_Kanipakam","https://en.wikipedia.org/wiki/Vinayaka_Temple,_Kanipakam",en.wikipedia.org
Yaganti temple,https://en.wikipedia.org/wiki/Yaganti_temple,https://en.wikipedia.org/wiki/Yaganti_temple,en.wikipedia.org
Yaganti,https://en.wikipedia.org/wiki/Yaganti,https://en.wikipedia.org/wiki/Yaganti,en.wikipedia.org
edit,/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=2,https://en.wikipedia.org/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=2,en.wikipedia.org
Parshuram Kund,https://en.wikipedia.org/wiki/Parshuram_Kund,https://en.wikipedia.org/wiki/Parshuram_Kund,en.wikipedia.org
Rangnuwk hum,https://en.wikipedia.org/wiki/Rangnuwk_hum,https://en.wikipedia.org/wiki/Rangnuwk_hum,en.wikipedia.org
edit,/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=3,https://en.wikipedia.org/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=3,en.wikipedia.org
,https://en.wikipedia.org/wiki/File:Temple_of_Kamakhya.jpg,https://en.wikipedia.org/wiki/File:Temple_of_Kamakhya.jpg,en.wikipedia.org
Kamakhya Temple,https://en.wikipedia.org/wiki/Kamakhya_Temple,https://en.wikipedia.org/wiki/Kamakhya_Temple,en.wikipedia.org
,https://en.wikipedia.org/wiki/File:Siva_Dol.JPG,https://en.wikipedia.org/wiki/File:Siva_Dol.JPG,en.wikipedia.org
Sivadol,https://en.wikipedia.org/wiki/Sivadol,https://en.wikipedia.org/wiki/Sivadol,en.wikipedia.org
List of temples in Guwahati,https://en.wikipedia.org/wiki/List_of_temples_in_Guwahati,https://en.wikipedia.org/wiki/List_of_temples_in_Guwahati,en.wikipedia.org
Bhairabi Temple,https://en.wikipedia.org/wiki/Bhairabi_Temple,https://en.wikipedia.org/wiki/Bhairabi_Temple,en.wikipedia.org
Tezpur,https://en.wikipedia.org/wiki/Tezpur,https://en.wikipedia.org/wiki/Tezpur,en.wikipedia.org
Dah Parvatiya,https://en.wikipedia.org/wiki/Dah_Parvatiya,https://en.wikipedia.org/wiki/Dah_Parvatiya,en.wikipedia.org
Deopani Durga Mandir,https://en.wikipedia.org/wiki/Deopani_Durga_Mandir,https://en.wikipedia.org/wiki/Deopani_Durga_Mandir,en.wikipedia.org
Karbi Anglong district,https://en.wikipedia.org/wiki/Karbi_Anglong_district,https://en.wikipedia.org/wiki/Karbi_Anglong_district,en.wikipedia.org
Dhekiakhowa Bornamghar,https://en.wikipedia.org/wiki/Dhekiakhowa_Bornamghar,https://en.wikipedia.org/wiki/Dhekiakhowa_Bornamghar,en.wikipedia.org
Dirgheshwari temple,https://en.wikipedia.org/wiki/Dirgheshwari_temple,https://en.wikipedia.org/wiki/Dirgheshwari_temple,en.wikipedia.org
Guwahati,https://en.wikipedia.org/wiki/Guwahati,https://en.wikipedia.org/wiki/Guwahati,en.wikipedia.org
Doul Govinda Temple,https://en.wikipedia.org/wiki/Doul_Govinda_Temple,https://en.wikipedia.org/wiki/Doul_Govinda_Temple,en.wikipedia.org
Guwahati,https://en.wikipedia.org/wiki/Guwahati,https://en.wikipedia.org/wiki/Guwahati,en.wikipedia.org
Hatimura Temple,https://en.wikipedia.org/wiki/Hatimura_Temple,https://en.wikipedia.org/wiki/Hatimura_Temple,en.wikipedia.org
Silghat,https://en.wikipedia.org/wiki/Silghat,https://en.wikipedia.org/wiki/Silghat,en.wikipedia.org
Hayagriva Madhava Temple,https://en.wikipedia.org/wiki/Hayagriva_Madhava_Temple,https://en.wikipedia.org/wiki/Hayagriva_Madhava_Temple,en.wikipedia.org
Hajo,https://en.wikipedia.org/wiki/Hajo_(India),https://en.wikipedia.org/wiki/Hajo_(India),en.wikipedia.org
Kamakhya Temple,https://en.wikipedia.org/wiki/Kamakhya_Temple,https://en.wikipedia.org/wiki/Kamakhya_Temple,en.wikipedia.org
Guwahati,https://en.wikipedia.org/wiki/Guwahati,https://en.wikipedia.org/wiki/Guwahati,en.wikipedia.org
Ketakeshwar Dewal,https://en.wikipedia.org/wiki/Ketakeshwar_Dewal,https://en.wikipedia.org/wiki/Ketakeshwar_Dewal,en.wikipedia.org
Tezpur,https://en.wikipedia.org/wiki/Tezpur,https://en.wikipedia.org/wiki/Tezpur,en.wikipedia.org
Madhab Than,https://en.wikipedia.org/wiki/Madhab_Than,https://en.wikipedia.org/wiki/Madhab_Than,en.wikipedia.org
Mahabhairav Temple,https://en.wikipedia.org/wiki/Mahabhairav_Temple,https://en.wikipedia.org/wiki/Mahabhairav_Temple,en.wikipedia.org
Tezpur,https://en.wikipedia.org/wiki/Tezpur,https://en.wikipedia.org/wiki/Tezpur,en.wikipedia.org
Mahamaya Dham,https://en.wikipedia.org/wiki/Mahamaya_Dham,https://en.wikipedia.org/wiki/Mahamaya_Dham,en.wikipedia.org
Dhubri district,https://en.wikipedia.org/wiki/Dhubri_district,https://en.wikipedia.org/wiki/Dhubri_district,en.wikipedia.org
Malinithan,https://en.wikipedia.org/wiki/Malinithan,https://en.wikipedia.org/wiki/Malinithan,en.wikipedia.org
Navagraha temples,https://en.wikipedia.org/wiki/Navagraha_temples,https://en.wikipedia.org/wiki/Navagraha_temples,en.wikipedia.org
Guwahati,https://en.wikipedia.org/wiki/Guwahati,https://en.wikipedia.org/wiki/Guwahati,en.wikipedia.org
Negheriting Shiva Doul,https://en.wikipedia.org/wiki/Negheriting_Shiva_Doul,https://en.wikipedia.org/wiki/Negheriting_Shiva_Doul,en.wikipedia.org
Dergaon,https://en.wikipedia.org/wiki/Dergaon,https://en.wikipedia.org/wiki/Dergaon,en.wikipedia.org
Rangnath Dol,https://en.wikipedia.org/wiki/Rangnath_Dol,https://en.wikipedia.org/wiki/Rangnath_Dol,en.wikipedia.org
Rudreswar Temple,https://en.wikipedia.org/wiki/Rudreswar_Temple,https://en.wikipedia.org/wiki/Rudreswar_Temple,en.wikipedia.org
Guwahati,https://en.wikipedia.org/wiki/Guwahati,https://en.wikipedia.org/wiki/Guwahati,en.wikipedia.org
Sivasagar Sivadol,https://en.wikipedia.org/wiki/Sivasagar_Sivadol,https://en.wikipedia.org/wiki/Sivasagar_Sivadol,en.wikipedia.org
Sukreswar Temple,https://en.wikipedia.org/wiki/Sukreswar_Temple,https://en.wikipedia.org/wiki/Sukreswar_Temple,en.wikipedia.org
Guwahati,https://en.wikipedia.org/wiki/Guwahati,https://en.wikipedia.org/wiki/Guwahati,en.wikipedia.org
Tamreswari Temple,https://en.wikipedia.org/wiki/Tamreswari_Temple,https://en.wikipedia.org/wiki/Tamreswari_Temple,en.wikipedia.org
Ugratara Devalaya,https://en.wikipedia.org/wiki/Ugratara_Devalaya,https://en.wikipedia.org/wiki/Ugratara_Devalaya,en.wikipedia.org
Guwahati,https://en.wikipedia.org/wiki/Guwahati,https://en.wikipedia.org/wiki/Guwahati,en.wikipedia.org
edit,/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=4,https://en.wikipedia.org/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=4,en.wikipedia.org
,https://en.wikipedia.org/wiki/File:Maa_Mundeshwari_Devi.jpg,https://en.wikipedia.org/wiki/File:Maa_Mundeshwari_Devi.jpg,en.wikipedia.org
Mundeshwari Temple,https://en.wikipedia.org/wiki/Mundeshwari_Temple,https://en.wikipedia.org/wiki/Mundeshwari_Temple,en.wikipedia.org
,https://en.wikipedia.org/wiki/File:Vishnupadh_Temple.jpg,https://en.wikipedia.org/wiki/File:Vishnupadh_Temple.jpg,en.wikipedia.org
Vishnupad Mandir,https://en.wikipedia.org/wiki/Vishnupad_Mandir,https://en.wikipedia.org/wiki/Vishnupad_Mandir,en.wikipedia.org
,https://en.wikipedia.org/wiki/File:Parasmanidham_Ariel_View.png,https://en.wikipedia.org/wiki/File:Parasmanidham_Ariel_View.png,en.wikipedia.org
Parasmaninath Temple,https://en.wikipedia.org/wiki/Parasmaninath_Temple,https://en.wikipedia.org/wiki/Parasmaninath_Temple,en.wikipedia.org
Aami Mandir,https://en.wikipedia.org/wiki/Aami_Mandir,https://en.wikipedia.org/wiki/Aami_Mandir,en.wikipedia.org
"Baba Mukteshwarnath Dham, Deohar",https://en.wikipedia.org/wiki/Baba_Mukteshwar_Dham,https://en.wikipedia.org/wiki/Baba_Mukteshwar_Dham,en.wikipedia.org
Bari Sangat Bihar,https://en.wikipedia.org/wiki/Bari_Sangat_Bihar,https://en.wikipedia.org/wiki/Bari_Sangat_Bihar,en.wikipedia.org
"Budhanath Temple, Bhagalpur",https://en.wikipedia.org/wiki/Budhanath_Temple,https://en.wikipedia.org/wiki/Budhanath_Temple,en.wikipedia.org
Budhimai,https://en.wikipedia.org/wiki/Budhimai,https://en.wikipedia.org/wiki/Budhimai,en.wikipedia.org
"Chandika Sthan, Munger",https://en.wikipedia.org/wiki/Chandika_Sthan,https://en.wikipedia.org/wiki/Chandika_Sthan,en.wikipedia.org
Garibnath Temple,https://en.wikipedia.org/wiki/Garibnath_Temple,https://en.wikipedia.org/wiki/Garibnath_Temple,en.wikipedia.org
Kapileshwar Temple,"https://en.wikipedia.org/wiki/Kapileshwar_Temple,_Bihar","https://en.wikipedia.org/wiki/Kapileshwar_Temple,_Bihar",en.wikipedia.org
Khudneshwar Asthan Morwa,https://en.wikipedia.org/wiki/Khudneshwar_Asthan_Morwa,https://en.wikipedia.org/wiki/Khudneshwar_Asthan_Morwa,en.wikipedia.org
Lal Keshwar Shiv Temple,https://en.wikipedia.org/wiki/Lal_Keshwar_Shiv_Temple,https://en.wikipedia.org/wiki/Lal_Keshwar_Shiv_Temple,en.wikipedia.org
Maa Tara Chandi Temple,https://en.wikipedia.org/wiki/Maa_Tara_Chandi_Temple,https://en.wikipedia.org/wiki/Maa_Tara_Chandi_Temple,en.wikipedia.org
Mahavir Mandir,https://en.wikipedia.org/wiki/Mahavir_Mandir,https://en.wikipedia.org/wiki/Mahavir_Mandir,en.wikipedia.org
Patna,https://en.wikipedia.org/wiki/Patna,https://en.wikipedia.org/wiki/Patna,en.wikipedia.org
Mangla Gauri Temple,https://en.wikipedia.org/wiki/Mangla_Gauri_Temple,https://en.wikipedia.org/wiki/Mangla_Gauri_Temple,en.wikipedia.org
Mitheshwarnath Shiva Temple,https://en.wikipedia.org/wiki/Mitheshwarnath_Shiva_Temple,https://en.wikipedia.org/wiki/Mitheshwarnath_Shiva_Temple,en.wikipedia.org
Mundeshwari Temple,https://en.wikipedia.org/wiki/Mundeshwari_Temple,https://en.wikipedia.org/wiki/Mundeshwari_Temple,en.wikipedia.org
Maharani sthan,https://en.wikipedia.org/wiki/Maharani_Sthan,https://en.wikipedia.org/wiki/Maharani_Sthan,en.wikipedia.org
"Pataleshwar Mandir, Hajipur",https://en.wikipedia.org/wiki/Pataleshwar_Mandir,https://en.wikipedia.org/wiki/Pataleshwar_Mandir,en.wikipedia.org
Patan Devi,https://en.wikipedia.org/wiki/Patan_Devi,https://en.wikipedia.org/wiki/Patan_Devi,en.wikipedia.org
"Ramchaura Mandir, Hajipur",https://en.wikipedia.org/wiki/Ramchaura_Mandir,https://en.wikipedia.org/wiki/Ramchaura_Mandir,en.wikipedia.org
"Shitala Mata Temple, Patna","https://en.wikipedia.org/wiki/Shitala_Mata_Temple,_Patna","https://en.wikipedia.org/wiki/Shitala_Mata_Temple,_Patna",en.wikipedia.org
Shri Adinath Akhara,https://en.wikipedia.org/wiki/Shri_Adinath_Akhara,https://en.wikipedia.org/wiki/Shri_Adinath_Akhara,en.wikipedia.org
Sita Kund,https://en.wikipedia.org/wiki/Sita_Kund,https://en.wikipedia.org/wiki/Sita_Kund,en.wikipedia.org
Thawe Mandir,https://en.wikipedia.org/wiki/Thawe_Mandir,https://en.wikipedia.org/wiki/Thawe_Mandir,en.wikipedia.org
"Ugna Mahadev, Bhawanipur","https://en.wikipedia.org/wiki/Ugna_Mahadev,_Bhawanipur","https://en.wikipedia.org/wiki/Ugna_Mahadev,_Bhawanipur",en.wikipedia.org
Viraat Ramayan Mandir,https://en.wikipedia.org/wiki/Viraat_Ramayan_Mandir,https://en.wikipedia.org/wiki/Viraat_Ramayan_Mandir,en.wikipedia.org
Vishnudham Mandir,https://en.wikipedia.org/wiki/Vishnudham_Mandir,https://en.wikipedia.org/wiki/Vishnudham_Mandir,en.wikipedia.org
Vishnupad Temple,https://en.wikipedia.org/wiki/Vishnupad_Temple,https://en.wikipedia.org/wiki/Vishnupad_Temple,en.wikipedia.org
edit,/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=5,https://en.wikipedia.org/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=5,en.wikipedia.org
Chandi Mandir,https://en.wikipedia.org/wiki/Chandi_Mandir,https://en.wikipedia.org/wiki/Chandi_Mandir,en.wikipedia.org
edit,/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=6,https://en.wikipedia.org/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=6,en.wikipedia.org
,"https://en.wikipedia.org/wiki/File:Bhoramdeo_Temple,_Kawardha.jpg","https://en.wikipedia.org/wiki/File:Bhoramdeo_Temple,_Kawardha.jpg",en.wikipedia.org
Bhoramdeo Temple,https://en.wikipedia.org/wiki/Bhoramdeo_Temple,https://en.wikipedia.org/wiki/Bhoramdeo_Temple,en.wikipedia.org
,"https://en.wikipedia.org/wiki/File:Laxman_temple_at_sirpur,chhattisgarh,india.JPG","https://en.wikipedia.org/wiki/File:Laxman_temple_at_sirpur,chhattisgarh,india.JPG",en.wikipedia.org
"Laxman Temple, Sirpur",https://en.wikipedia.org/wiki/Sirpur_Group_of_Monuments,https://en.wikipedia.org/wiki/Sirpur_Group_of_Monuments,en.wikipedia.org
Ashtabhuji Temple,https://en.wikipedia.org/wiki/Ashtabhuji_Temple,https://en.wikipedia.org/wiki/Ashtabhuji_Temple,en.wikipedia.org
Bambleshwari Temple,https://en.wikipedia.org/wiki/Bambleshwari_Temple,https://en.wikipedia.org/wiki/Bambleshwari_Temple,en.wikipedia.org
Dongargarh,https://en.wikipedia.org/wiki/Dongargarh,https://en.wikipedia.org/wiki/Dongargarh,en.wikipedia.org
Barfani Dham,https://en.wikipedia.org/wiki/Barfani_Dham,https://en.wikipedia.org/wiki/Barfani_Dham,en.wikipedia.org
Bhoramdeo Temple,https://en.wikipedia.org/wiki/Bhoramdeo_Temple,https://en.wikipedia.org/wiki/Bhoramdeo_Temple,en.wikipedia.org
Danteshwari Temple,https://en.wikipedia.org/wiki/Danteshwari_Temple,https://en.wikipedia.org/wiki/Danteshwari_Temple,en.wikipedia.org
Dantewada,https://en.wikipedia.org/wiki/Dantewada,https://en.wikipedia.org/wiki/Dantewada,en.wikipedia.org
Dudhadhari temple,https://en.wikipedia.org/wiki/Dudhadhari_temple,https://en.wikipedia.org/wiki/Dudhadhari_temple,en.wikipedia.org
Ganga Maiya,https://en.wikipedia.org/wiki/Ganga_Maiya,https://en.wikipedia.org/wiki/Ganga_Maiya,en.wikipedia.org
Maa Bagheshwari Devi Temple,https://en.wikipedia.org/wiki/Kudargarh,https://en.wikipedia.org/wiki/Kudargarh,en.wikipedia.org
Surajpur,"https://en.wikipedia.org/wiki/Surajpur,_Chhattisgarh","https://en.wikipedia.org/wiki/Surajpur,_Chhattisgarh",en.wikipedia.org
"Laxman Temple, Sirpur",https://en.wikipedia.org/wiki/Sirpur_Group_of_Monuments,https://en.wikipedia.org/wiki/Sirpur_Group_of_Monuments,en.wikipedia.org
"Mahadev Temple, Deobaloda","https://en.wikipedia.org/wiki/Mahadev_Temple,_Deobaloda","https://en.wikipedia.org/wiki/Mahadev_Temple,_Deobaloda",en.wikipedia.org
Mahamaya Temple,https://en.wikipedia.org/wiki/Mahamaya_Temple,https://en.wikipedia.org/wiki/Mahamaya_Temple,en.wikipedia.org
Surguja,https://en.wikipedia.org/wiki/Surguja,https://en.wikipedia.org/wiki/Surguja,en.wikipedia.org
Mahamaya Temple,https://en.wikipedia.org/wiki/Mahamaya_Temple,https://en.wikipedia.org/wiki/Mahamaya_Temple,en.wikipedia.org
Bilaspur,"https://en.wikipedia.org/wiki/Bilaspur,_Chhattisgarh","https://en.wikipedia.org/wiki/Bilaspur,_Chhattisgarh",en.wikipedia.org
Mata Kaushalya Temple,https://en.wikipedia.org/wiki/Mata_Kaushalya_Temple,https://en.wikipedia.org/wiki/Mata_Kaushalya_Temple,en.wikipedia.org
Sarvamangla,https://en.wikipedia.org/wiki/Sarvamangla,https://en.wikipedia.org/wiki/Sarvamangla,en.wikipedia.org
edit,/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=7,https://en.wikipedia.org/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=7,en.wikipedia.org
,https://en.wikipedia.org/wiki/File:Akshardham_Lotus.jpg,https://en.wikipedia.org/wiki/File:Akshardham_Lotus.jpg,en.wikipedia.org
Akshardham,https://en.wikipedia.org/wiki/Akshardham_(Delhi),https://en.wikipedia.org/wiki/Akshardham_(Delhi),en.wikipedia.org
,https://en.wikipedia.org/wiki/File:Laxminarayan_Temple_in_New_Delhi_03-2016.jpg,https://en.wikipedia.org/wiki/File:Laxminarayan_Temple_in_New_Delhi_03-2016.jpg,en.wikipedia.org
Laxminarayan Birla Temple,https://en.wikipedia.org/wiki/Laxminarayan_Temple,https://en.wikipedia.org/wiki/Laxminarayan_Temple,en.wikipedia.org
Chhatarpur Temple,https://en.wikipedia.org/wiki/Chhatarpur_Temple,https://en.wikipedia.org/wiki/Chhatarpur_Temple,en.wikipedia.org
Chittaranjan Park Kali Mandir,https://en.wikipedia.org/wiki/Chittaranjan_Park_Kali_Mandir,https://en.wikipedia.org/wiki/Chittaranjan_Park_Kali_Mandir,en.wikipedia.org
"Hanuman Temple, Connaught Place","https://en.wikipedia.org/wiki/Hanuman_Temple,_Connaught_Place","https://en.wikipedia.org/wiki/Hanuman_Temple,_Connaught_Place",en.wikipedia.org
"ISKCON Temple, Delhi","https://en.wikipedia.org/wiki/ISKCON_Temple,_Delhi","https://en.wikipedia.org/wiki/ISKCON_Temple,_Delhi",en.wikipedia.org
Jhandewalan Temple,https://en.wikipedia.org/wiki/Jhandewalan_Temple,https://en.wikipedia.org/wiki/Jhandewalan_Temple,en.wikipedia.org
Kalkaji Mandir,https://en.wikipedia.org/wiki/Kalkaji_Mandir,https://en.wikipedia.org/wiki/Kalkaji_Mandir,en.wikipedia.org
New Delhi Kali Bari,https://en.wikipedia.org/wiki/New_Delhi_Kali_Bari,https://en.wikipedia.org/wiki/New_Delhi_Kali_Bari,en.wikipedia.org
Nili Chhatri,https://en.wikipedia.org/wiki/Nili_Chhatri,https://en.wikipedia.org/wiki/Nili_Chhatri,en.wikipedia.org
